uniq_isos	iso_ensts	iso_ensgs	iso_ensgvs	iso_gnames	iso_descs	filtered	regulator
RPL12	RPL12	ENSG00000197958	RPL12	RPL12	gene	0	0
RPL13	RPL13	ENSG00000167526	RPL13	RPL13	gene	0	0
RPL13A	RPL13A	ENSG00000142541	RPL13A	RPL13A	gene	0	0
RPL14	RPL14	ENSG00000188846	RPL14	RPL14	gene	0	0
RPL15	RPL15	ENSG00000174748	RPL15	RPL15	gene	0	0
RPL17	RPL17	ENSG00000265681	RPL17	RPL17	gene	0	0
RPL17-C18ORF32	RPL17-C18ORF32	ENSG00000215472	RPL17-C18ORF32	RPL17-C18ORF32	gene	0	0
RPL18	RPL18	ENSG00000063177	RPL18	RPL18	gene	0	0
RPL18A	RPL18A	ENSG00000105640	RPL18A	RPL18A	gene	0	0
RPL19	RPL19	ENSG00000108298	RPL19	RPL19	gene	0	0
RPL21	RPL21	ENSG00000122026	RPL21	RPL21	gene	0	0
RPL22	RPL22	ENSG00000116251	RPL22	RPL22	gene	0	0
RPL22L1	RPL22L1	ENSG00000163584	RPL22L1	RPL22L1	gene	0	0
RPL23	RPL23	ENSG00000125691	RPL23	RPL23	gene	0	0
RPL23A	RPL23A	ENSG00000198242	RPL23A	RPL23A	gene	0	0
RPL23AP32	RPL23AP32	ENSG00000237887	RPL23AP32	RPL23AP32	gene	0	0
RPL23AP82	RPL23AP82	ENSG00000283658	RPL23AP82	RPL23AP82	gene	0	0
RPL24	RPL24	ENSG00000114391	RPL24	RPL24	gene	0	0
RPL26	RPL26	ENSG00000161970	RPL26	RPL26	gene	0	0
RPL26L1	RPL26L1	ENSG00000037241	RPL26L1	RPL26L1	gene	0	0
RPL27	RPL27	ENSG00000131469	RPL27	RPL27	gene	0	0
RPL27A	RPL27A	ENSG00000166441	RPL27A	RPL27A	gene	0	0
RPL28	RPL28	ENSG00000108107	RPL28	RPL28	gene	0	0
RPL29	RPL29	ENSG00000162244	RPL29	RPL29	gene	0	0
RPL3	RPL3	ENSG00000100316	RPL3	RPL3	gene	0	0
RPL30	RPL30	ENSG00000156482	RPL30	RPL30	gene	0	0
RPL31	RPL31	ENSG00000071082	RPL31	RPL31	gene	0	0
RPL32	RPL32	ENSG00000144713	RPL32	RPL32	gene	0	0
RPL34	RPL34	ENSG00000109475	RPL34	RPL34	gene	0	0
RPL35	RPL35	ENSG00000136942	RPL35	RPL35	gene	0	0
RPL35A	RPL35A	ENSG00000182899	RPL35A	RPL35A	gene	0	0
RPL36	RPL36	ENSG00000130255	RPL36	RPL36	gene	0	0
RPL36A	RPL36A	ENSG00000241343	RPL36A	RPL36A	gene	0	0
RPL36A-HNRNPH2	RPL36A-HNRNPH2	ENSG00000257529	RPL36A-HNRNPH2	RPL36A-HNRNPH2	gene	0	0
RPL36AL	RPL36AL	ENSG00000165502	RPL36AL	RPL36AL	gene	0	0
RPL37	RPL37	ENSG00000145592	RPL37	RPL37	gene	0	0
RPL37A	RPL37A	ENSG00000197756	RPL37A	RPL37A	gene	0	0
RPL38	RPL38	ENSG00000172809	RPL38	RPL38	gene	0	0
RPL39	RPL39	ENSG00000198918	RPL39	RPL39	gene	0	0
RPL39L	RPL39L	ENSG00000163923	RPL39L	RPL39L	gene	0	0
RPL3L	RPL3L	ENSG00000140986	RPL3L	RPL3L	gene	0	0
RPL4	RPL4	ENSG00000174444	RPL4	RPL4	gene	0	0
RPL41	RPL41	unmapped-many	RPL41	RPL41	gene	0	0
RPL5	RPL5	ENSG00000122406	RPL5	RPL5	gene	0	0
RPL6	RPL6	ENSG00000089009	RPL6	RPL6	gene	0	0
RPL7	RPL7	ENSG00000147604	RPL7	RPL7	gene	0	0
RPL7A	RPL7A	ENSG00000280858	RPL7A	RPL7A	gene	0	0
RPL7L1	RPL7L1	ENSG00000146223	RPL7L1	RPL7L1	gene	0	0
RPL8	RPL8	ENSG00000161016	RPL8	RPL8	gene	0	0
RPL9	RPL9	ENSG00000163682	RPL9	RPL9	gene	0	0
RPLP0	RPLP0	ENSG00000089157	RPLP0	RPLP0	gene	0	0
RPLP1	RPLP1	ENSG00000137818	RPLP1	RPLP1	gene	0	0
RPLP2	RPLP2	ENSG00000177600	RPLP2	RPLP2	gene	0	0
RPN1	RPN1	ENSG00000163902	RPN1	RPN1	gene	0	0
RPN2	RPN2	ENSG00000118705	RPN2	RPN2	gene	0	0
RPP14	RPP14	unmapped-many	RPP14	RPP14	gene	0	0
RPP21	RPP21	ENSG00000243009	RPP21	RPP21	gene	0	0
RPP25	RPP25	ENSG00000178718	RPP25	RPP25	gene	0	0
RPP30	RPP30	ENSG00000148688	RPP30	RPP30	gene	0	0
RPP38	RPP38	ENSG00000152464	RPP38	RPP38	gene	0	0
RPP40	RPP40	ENSG00000124787	RPP40	RPP40	gene	0	0
RPPH1	RPPH1	unmapped-many	RPPH1	RPPH1	gene	0	0
RPRD1A	RPRD1A	ENSG00000141425	RPRD1A	RPRD1A	gene	0	0
RPRD1B	RPRD1B	ENSG00000101413	RPRD1B	RPRD1B	gene	0	0
RPRD2	RPRD2	ENSG00000163125	RPRD2	RPRD2	gene	0	0
RPRM	RPRM	ENSG00000177519	RPRM	RPRM	gene	0	0
RPRML	RPRML	ENSG00000179673	RPRML	RPRML	gene	0	0
RPS10	RPS10	ENSG00000124614	RPS10	RPS10	gene	0	0
RPS10-NUDT3	RPS10-NUDT3	ENSG00000270800	RPS10-NUDT3	RPS10-NUDT3	gene	0	0
RPS10P7	RPS10P7	ENSG00000242150	RPS10P7	RPS10P7	gene	0	0
RPS11	RPS11	ENSG00000142534	RPS11	RPS11	gene	0	0
RPS12	RPS12	ENSG00000112306	RPS12	RPS12	gene	0	0
RPS13	RPS13	ENSG00000110700	RPS13	RPS13	gene	0	0
RPS14	RPS14	ENSG00000164587	RPS14	RPS14	gene	0	0
RPS15	RPS15	ENSG00000115268	RPS15	RPS15	gene	0	0
RPS15A	RPS15A	ENSG00000134419	RPS15A	RPS15A	gene	0	0
RPS16	RPS16	ENSG00000105193	RPS16	RPS16	gene	0	0
RPS17	RPS17	ENSG00000278229	RPS17	RPS17	gene	0	0
RPS17L	RPS17L	unmapped-none	RPS17L	RPS17L	gene	0	0
RPS18	RPS18	ENSG00000235650	RPS18	RPS18	gene	0	0
RPS19	RPS19	ENSG00000105372	RPS19	RPS19	gene	0	0
RPS19BP1	RPS19BP1	ENSG00000187051	RPS19BP1	RPS19BP1	gene	0	0
RPS2	RPS2	ENSG00000140988	RPS2	RPS2	gene	0	0
RPS20	RPS20	ENSG00000008988	RPS20	RPS20	gene	0	0
RPS21	RPS21	ENSG00000171858	RPS21	RPS21	gene	0	0
RPS23	RPS23	ENSG00000186468	RPS23	RPS23	gene	0	0
RPS24	RPS24	ENSG00000138326	RPS24	RPS24	gene	0	0
RPS25	RPS25	ENSG00000280831	RPS25	RPS25	gene	0	0
RPS26	RPS26	ENSG00000197728	RPS26	RPS26	gene	0	0
RPS27	RPS27	unmapped-many	RPS27	RPS27	gene	0	0
RPS27A	RPS27A	ENSG00000143947	RPS27A	RPS27A	gene	0	0
RPS27L	RPS27L	ENSG00000185088	RPS27L	RPS27L	gene	0	0
RPS28	RPS28	ENSG00000233927	RPS28	RPS28	gene	0	0
RPS29	RPS29	ENSG00000213741	RPS29	RPS29	gene	0	0
RPS3	RPS3	ENSG00000149273	RPS3	RPS3	gene	0	0
RPS3A	RPS3A	ENSG00000145425	RPS3A	RPS3A	gene	0	0
RPS4X	RPS4X	ENSG00000198034	RPS4X	RPS4X	gene	0	0
RPS4Y1	RPS4Y1	ENSG00000129824	RPS4Y1	RPS4Y1	gene	0	0
RPS4Y2	RPS4Y2	ENSG00000280969	RPS4Y2	RPS4Y2	gene	0	0
RPS5	RPS5	ENSG00000083845	RPS5	RPS5	gene	0	0
RPS6	RPS6	ENSG00000137154	RPS6	RPS6	gene	0	0
RPS6KA1	RPS6KA1	ENSG00000281877	RPS6KA1	RPS6KA1	gene	0	0
RPS6KA2	RPS6KA2	ENSG00000071242	RPS6KA2	RPS6KA2	gene	0	0
RPS6KA3	RPS6KA3	ENSG00000177189	RPS6KA3	RPS6KA3	gene	0	0
RPS6KA4	RPS6KA4	ENSG00000162302	RPS6KA4	RPS6KA4	gene	0	0
RPS6KA5	RPS6KA5	ENSG00000100784	RPS6KA5	RPS6KA5	gene	0	0
RPS6KA6	RPS6KA6	ENSG00000072133	RPS6KA6	RPS6KA6	gene	0	0
RPS6KB1	RPS6KB1	ENSG00000108443	RPS6KB1	RPS6KB1	gene	0	0
RPS6KB2	RPS6KB2	ENSG00000175634	RPS6KB2	RPS6KB2	gene	0	0
RPS6KC1	RPS6KC1	ENSG00000136643	RPS6KC1	RPS6KC1	gene	0	0
RPS6KL1	RPS6KL1	ENSG00000198208	RPS6KL1	RPS6KL1	gene	0	0
RPS7	RPS7	ENSG00000171863	RPS7	RPS7	gene	0	0
RPS8	RPS8	ENSG00000142937	RPS8	RPS8	gene	0	0
RPS9	RPS9	ENSG00000278270	RPS9	RPS9	gene	0	0
RPSA	RPSA	ENSG00000168028	RPSA	RPSA	gene	0	0
RPSAP58	RPSAP58	ENSG00000225178	RPSAP58	RPSAP58	gene	0	0
RPTN	RPTN	ENSG00000215853	RPTN	RPTN	gene	0	0
RPTOR	RPTOR	ENSG00000141564	RPTOR	RPTOR	gene	0	0
RPUSD1	RPUSD1	ENSG00000007376	RPUSD1	RPUSD1	gene	0	0
RPUSD2	RPUSD2	ENSG00000166133	RPUSD2	RPUSD2	gene	0	0
RPUSD3	RPUSD3	ENSG00000156990	RPUSD3	RPUSD3	gene	0	0
RPUSD4	RPUSD4	ENSG00000165526	RPUSD4	RPUSD4	gene	0	0
RQCD1	RQCD1	ENSG00000144580	RQCD1	RQCD1	gene	0	0
RRAD	RRAD	ENSG00000166592	RRAD	RRAD	gene	0	0
RRAGA	RRAGA	ENSG00000155876	RRAGA	RRAGA	gene	0	0
RRAGB	RRAGB	ENSG00000083750	RRAGB	RRAGB	gene	0	0
RRAGC	RRAGC	ENSG00000116954	RRAGC	RRAGC	gene	0	0
RRAGD	RRAGD	ENSG00000025039	RRAGD	RRAGD	gene	0	0
RRAS	RRAS	ENSG00000126458	RRAS	RRAS	gene	0	0
RRAS2	RRAS2	ENSG00000133818	RRAS2	RRAS2	gene	0	0
RRBP1	RRBP1	ENSG00000125844	RRBP1	RRBP1	gene	0	0
RREB1	RREB1	ENSG00000124782	RREB1	RREB1	gene	0	1
RRH	RRH	ENSG00000180245	RRH	RRH	gene	0	0
RRM1	RRM1	ENSG00000167325	RRM1	RRM1	gene	0	0
RRM2	RRM2	ENSG00000171848	RRM2	RRM2	gene	0	0
RRM2B	RRM2B	ENSG00000048392	RRM2B	RRM2B	gene	0	0
RRN3	RRN3	ENSG00000278494	RRN3	RRN3	gene	0	0
RRNAD1	RRNAD1	ENSG00000143303	RRNAD1	RRNAD1	gene	0	0
RRP1	RRP1	ENSG00000160214	RRP1	RRP1	gene	0	0
RRP12	RRP12	ENSG00000052749	RRP12	RRP12	gene	0	0
RRP15	RRP15	ENSG00000067533	RRP15	RRP15	gene	0	0
RRP1B	RRP1B	ENSG00000160208	RRP1B	RRP1B	gene	0	0
RRP36	RRP36	ENSG00000124541	RRP36	RRP36	gene	0	0
RRP7A	RRP7A	ENSG00000189306	RRP7A	RRP7A	gene	0	0
RRP8	RRP8	ENSG00000132275	RRP8	RRP8	gene	0	0
RRP9	RRP9	ENSG00000114767	RRP9	RRP9	gene	0	0
RRS1	RRS1	ENSG00000179041	RRS1	RRS1	gene	0	0
RS1	RS1	ENSG00000102104	RS1	RS1	gene	0	0
RSAD1	RSAD1	ENSG00000136444	RSAD1	RSAD1	gene	0	0
RSAD2	RSAD2	ENSG00000134321	RSAD2	RSAD2	gene	0	0
RSBN1	RSBN1	ENSG00000081019	RSBN1	RSBN1	gene	0	0
RSBN1L	RSBN1L	ENSG00000187257	RSBN1L	RSBN1L	gene	0	0
RSC1A1	RSC1A1	ENSG00000215695	RSC1A1	RSC1A1	gene	0	0
RSF1	RSF1	ENSG00000048649	RSF1	RSF1	gene	0	0
RSG1	RSG1	ENSG00000132881	RSG1	RSG1	gene	0	0
RSL1D1	RSL1D1	ENSG00000171490	RSL1D1	RSL1D1	gene	0	0
RSL24D1	RSL24D1	ENSG00000137876	RSL24D1	RSL24D1	gene	0	0
RSPH1	RSPH1	ENSG00000160188	RSPH1	RSPH1	gene	0	0
RSPH10B	RSPH10B	ENSG00000155026	RSPH10B	RSPH10B	gene	0	0
RSPH10B2	RSPH10B2	ENSG00000169402	RSPH10B2	RSPH10B2	gene	0	0
RSPH3	RSPH3	ENSG00000130363	RSPH3	RSPH3	gene	0	0
RSPH4A	RSPH4A	ENSG00000111834	RSPH4A	RSPH4A	gene	0	0
RSPH6A	RSPH6A	ENSG00000104941	RSPH6A	RSPH6A	gene	0	0
RSPH9	RSPH9	ENSG00000172426	RSPH9	RSPH9	gene	0	0
RSPO1	RSPO1	ENSG00000169218	RSPO1	RSPO1	gene	0	0
RSPO2	RSPO2	ENSG00000147655	RSPO2	RSPO2	gene	0	0
RSPO3	RSPO3	ENSG00000146374	RSPO3	RSPO3	gene	0	0
RSPO4	RSPO4	ENSG00000101282	RSPO4	RSPO4	gene	0	0
RSPRY1	RSPRY1	ENSG00000159579	RSPRY1	RSPRY1	gene	0	0
RSRC1	RSRC1	ENSG00000174891	RSRC1	RSRC1	gene	0	0
RSRC2	RSRC2	ENSG00000111011	RSRC2	RSRC2	gene	0	0
RSU1	RSU1	ENSG00000148484	RSU1	RSU1	gene	0	0
RTBDN	RTBDN	ENSG00000132026	RTBDN	RTBDN	gene	0	0
RTCD1	RTCD1	unmapped-none	RTCD1	RTCD1	gene	0	0
RTDR1	RTDR1	unmapped-none	RTDR1	RTDR1	gene	0	0
RTEL1	RTEL1	ENSG00000258366	RTEL1	RTEL1	gene	0	0
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	ENSG00000026036	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	gene	0	0
RTF1	RTF1	ENSG00000137815	RTF1	RTF1	gene	0	0
RTKN	RTKN	ENSG00000114993	RTKN	RTKN	gene	0	0
RTKN2	RTKN2	ENSG00000182010	RTKN2	RTKN2	gene	0	0
RTL1	RTL1	ENSG00000254656	RTL1	RTL1	gene	0	0
RTN1	RTN1	ENSG00000139970	RTN1	RTN1	gene	0	0
RTN2	RTN2	ENSG00000125744	RTN2	RTN2	gene	0	0
RTN3	RTN3	ENSG00000133318	RTN3	RTN3	gene	0	0
RTN4	RTN4	ENSG00000115310	RTN4	RTN4	gene	0	0
RTN4IP1	RTN4IP1	ENSG00000130347	RTN4IP1	RTN4IP1	gene	0	0
RTN4R	RTN4R	ENSG00000040608	RTN4R	RTN4R	gene	0	0
RTN4RL1	RTN4RL1	ENSG00000185924	RTN4RL1	RTN4RL1	gene	0	0
RTN4RL2	RTN4RL2	ENSG00000186907	RTN4RL2	RTN4RL2	gene	0	0
RTP1	RTP1	ENSG00000175077	RTP1	RTP1	gene	0	0
RTP2	RTP2	ENSG00000198471	RTP2	RTP2	gene	0	0
RTP3	RTP3	ENSG00000163825	RTP3	RTP3	gene	0	0
RTP4	RTP4	ENSG00000136514	RTP4	RTP4	gene	0	0
RTTN	RTTN	ENSG00000176225	RTTN	RTTN	gene	0	0
RUFY1	RUFY1	ENSG00000284260	RUFY1	RUFY1	gene	0	0
RUFY2	RUFY2	ENSG00000204130	RUFY2	RUFY2	gene	0	0
RUFY3	RUFY3	ENSG00000018189	RUFY3	RUFY3	gene	0	0
RUFY4	RUFY4	ENSG00000188282	RUFY4	RUFY4	gene	0	0
RUNDC1	RUNDC1	ENSG00000198863	RUNDC1	RUNDC1	gene	0	0
RUNDC3A	RUNDC3A	ENSG00000108309	RUNDC3A	RUNDC3A	gene	0	0
RUNDC3B	RUNDC3B	ENSG00000105784	RUNDC3B	RUNDC3B	gene	0	0
RUNX1	RUNX1	ENSG00000159216	RUNX1	RUNX1	gene	0	1
RUNX1-IT1	RUNX1-IT1	unmapped-none	RUNX1-IT1	RUNX1-IT1	gene	0	0
RUNX1T1	RUNX1T1	ENSG00000079102	RUNX1T1	RUNX1T1	gene	0	0
RUNX2	RUNX2	ENSG00000124813	RUNX2	RUNX2	gene	0	1
RUNX3	RUNX3	ENSG00000020633	RUNX3	RUNX3	gene	0	1
RUSC1	RUSC1	ENSG00000160753	RUSC1	RUSC1	gene	0	0
RUSC1-AS1	RUSC1-AS1	ENSG00000225855	RUSC1-AS1	RUSC1-AS1	gene	0	0
RUSC2	RUSC2	ENSG00000198853	RUSC2	RUSC2	gene	0	0
RUVBL1	RUVBL1	ENSG00000175792	RUVBL1	RUVBL1	gene	0	0
RUVBL2	RUVBL2	ENSG00000183207	RUVBL2	RUVBL2	gene	0	0
RWDD1	RWDD1	ENSG00000111832	RWDD1	RWDD1	gene	0	0
RWDD2A	RWDD2A	ENSG00000013392	RWDD2A	RWDD2A	gene	0	0
RWDD2B	RWDD2B	ENSG00000156253	RWDD2B	RWDD2B	gene	0	0
RWDD3	RWDD3	ENSG00000122481	RWDD3	RWDD3	gene	0	0
RWDD4	RWDD4	ENSG00000182552	RWDD4	RWDD4	gene	0	0
RXFP1	RXFP1	ENSG00000171509	RXFP1	RXFP1	gene	0	0
RXFP2	RXFP2	ENSG00000133105	RXFP2	RXFP2	gene	0	0
RXFP3	RXFP3	ENSG00000277069	RXFP3	RXFP3	gene	0	0
RXFP4	RXFP4	ENSG00000173080	RXFP4	RXFP4	gene	0	0
RXRA	RXRA	ENSG00000186350	RXRA	RXRA	gene	0	1
RXRB	RXRB	ENSG00000235712	RXRB	RXRB	gene	0	0
RXRG	RXRG	ENSG00000143171	RXRG	RXRG	gene	0	1
RYBP	RYBP	unmapped-many	RYBP	RYBP	gene	0	0
RYK	RYK	ENSG00000163785	RYK	RYK	gene	0	0
RYR1	RYR1	ENSG00000196218	RYR1	RYR1	gene	0	0
RYR2	RYR2	ENSG00000198626	RYR2	RYR2	gene	0	0
RYR3	RYR3	ENSG00000198838	RYR3	RYR3	gene	0	0
S100A1	S100A1	ENSG00000160678	S100A1	S100A1	gene	0	0
S100A10	S100A10	ENSG00000197747	S100A10	S100A10	gene	0	0
S100A11	S100A11	ENSG00000163191	S100A11	S100A11	gene	0	0
S100A12	S100A12	ENSG00000163221	S100A12	S100A12	gene	0	0
S100A13	S100A13	ENSG00000189171	S100A13	S100A13	gene	0	0
S100A14	S100A14	ENSG00000189334	S100A14	S100A14	gene	0	0
S100A16	S100A16	ENSG00000188643	S100A16	S100A16	gene	0	0
S100A2	S100A2	ENSG00000196754	S100A2	S100A2	gene	0	0
S100A3	S100A3	ENSG00000188015	S100A3	S100A3	gene	0	0
S100A4	S100A4	ENSG00000196154	S100A4	S100A4	gene	0	0
S100A5	S100A5	ENSG00000196420	S100A5	S100A5	gene	0	0
S100A6	S100A6	ENSG00000197956	S100A6	S100A6	gene	0	0
S100A7	S100A7	ENSG00000143556	S100A7	S100A7	gene	0	0
S100A7A	S100A7A	ENSG00000184330	S100A7A	S100A7A	gene	0	0
S100A7L2	S100A7L2	ENSG00000197364	S100A7L2	S100A7L2	gene	0	0
S100A8	S100A8	ENSG00000143546	S100A8	S100A8	gene	0	0
S100A9	S100A9	ENSG00000163220	S100A9	S100A9	gene	0	0
S100B	S100B	ENSG00000160307	S100B	S100B	gene	0	0
S100G	S100G	ENSG00000169906	S100G	S100G	gene	0	0
S100P	S100P	ENSG00000163993	S100P	S100P	gene	0	0
S100PBP	S100PBP	ENSG00000116497	S100PBP	S100PBP	gene	0	0
S100Z	S100Z	ENSG00000171643	S100Z	S100Z	gene	0	0
S1PR1	S1PR1	ENSG00000170989	S1PR1	S1PR1	gene	0	0
S1PR2	S1PR2	ENSG00000267534	S1PR2	S1PR2	gene	0	0
S1PR3	S1PR3	ENSG00000213694	S1PR3	S1PR3	gene	0	0
S1PR4	S1PR4	ENSG00000125910	S1PR4	S1PR4	gene	0	0
S1PR5	S1PR5	ENSG00000180739	S1PR5	S1PR5	gene	0	0
SAA1	SAA1	ENSG00000173432	SAA1	SAA1	gene	0	0
SAA2	SAA2	ENSG00000134339	SAA2	SAA2	gene	0	0
SAA2-SAA4	SAA2-SAA4	ENSG00000255071	SAA2-SAA4	SAA2-SAA4	gene	0	0
SAA4	SAA4	ENSG00000148965	SAA4	SAA4	gene	0	0
SAAL1	SAAL1	ENSG00000166788	SAAL1	SAAL1	gene	0	0
SAC3D1	SAC3D1	ENSG00000168061	SAC3D1	SAC3D1	gene	0	0
SACM1L	SACM1L	ENSG00000211456	SACM1L	SACM1L	gene	0	0
SACS	SACS	ENSG00000151835	SACS	SACS	gene	0	0
SAE1	SAE1	ENSG00000142230	SAE1	SAE1	gene	0	0
SAFB	SAFB	ENSG00000160633	SAFB	SAFB	gene	0	0
SAFB2	SAFB2	ENSG00000130254	SAFB2	SAFB2	gene	0	0
SAG	SAG	ENSG00000281857	SAG	SAG	gene	0	0
SAGE1	SAGE1	ENSG00000181433	SAGE1	SAGE1	gene	0	0
SALL1	SALL1	ENSG00000103449	SALL1	SALL1	gene	0	1
SALL2	SALL2	ENSG00000165821	SALL2	SALL2	gene	0	1
SALL3	SALL3	ENSG00000277015	SALL3	SALL3	gene	0	0
SALL4	SALL4	ENSG00000101115	SALL4	SALL4	gene	0	1
SAMD1	SAMD1	ENSG00000141858	SAMD1	SAMD1	gene	0	0
SAMD10	SAMD10	ENSG00000130590	SAMD10	SAMD10	gene	0	0
SAMD11	SAMD11	ENSG00000187634	SAMD11	SAMD11	gene	0	0
SAMD12	SAMD12	ENSG00000177570	SAMD12	SAMD12	gene	0	0
SAMD12-AS1	SAMD12-AS1	ENSG00000281641	SAMD12-AS1	SAMD12-AS1	gene	0	0
SAMD13	SAMD13	ENSG00000203943	SAMD13	SAMD13	gene	0	0
SAMD14	SAMD14	ENSG00000167100	SAMD14	SAMD14	gene	0	0
SAMD15	SAMD15	ENSG00000100583	SAMD15	SAMD15	gene	0	0
SAMD3	SAMD3	ENSG00000164483	SAMD3	SAMD3	gene	0	0
SAMD4A	SAMD4A	ENSG00000020577	SAMD4A	SAMD4A	gene	0	0
SAMD4B	SAMD4B	ENSG00000179134	SAMD4B	SAMD4B	gene	0	0
SAMD5	SAMD5	ENSG00000203727	SAMD5	SAMD5	gene	0	0
SAMD7	SAMD7	ENSG00000187033	SAMD7	SAMD7	gene	0	0
SAMD8	SAMD8	ENSG00000156671	SAMD8	SAMD8	gene	0	0
SAMD9	SAMD9	ENSG00000205413	SAMD9	SAMD9	gene	0	0
SAMD9L	SAMD9L	ENSG00000177409	SAMD9L	SAMD9L	gene	0	0
SAMHD1	SAMHD1	ENSG00000101347	SAMHD1	SAMHD1	gene	0	0
SAMM50	SAMM50	ENSG00000100347	SAMM50	SAMM50	gene	0	0
SAMSN1	SAMSN1	ENSG00000155307	SAMSN1	SAMSN1	gene	0	0
SAP130	SAP130	ENSG00000136715	SAP130	SAP130	gene	0	0
SAP18	SAP18	ENSG00000150459	SAP18	SAP18	gene	0	0
SAP25	SAP25	ENSG00000205307	SAP25	SAP25	gene	0	0
SAP30	SAP30	ENSG00000164105	SAP30	SAP30	gene	0	0
SAP30BP	SAP30BP	ENSG00000161526	SAP30BP	SAP30BP	gene	0	0
SAP30L	SAP30L	ENSG00000164576	SAP30L	SAP30L	gene	0	0
SAPCD1	SAPCD1	ENSG00000237918	SAPCD1	SAPCD1	gene	0	0
SAPCD2	SAPCD2	ENSG00000186193	SAPCD2	SAPCD2	gene	0	0
SAR1A	SAR1A	ENSG00000079332	SAR1A	SAR1A	gene	0	0
SAR1B	SAR1B	ENSG00000152700	SAR1B	SAR1B	gene	0	0
SARDH	SARDH	ENSG00000123453	SARDH	SARDH	gene	0	0
SARM1	SARM1	ENSG00000004139	SARM1	SARM1	gene	0	0
SARNP	SARNP	ENSG00000205323	SARNP	SARNP	gene	0	0
SARS	SARS	ENSG00000031698	SARS	SARS	gene	0	0
SARS2	SARS2	ENSG00000283104	SARS2	SARS2	gene	0	0
SART1	SART1	ENSG00000175467	SART1	SART1	gene	0	0
SART3	SART3	ENSG00000075856	SART3	SART3	gene	0	0
SASH1	SASH1	ENSG00000111961	SASH1	SASH1	gene	0	0
SASH3	SASH3	ENSG00000122122	SASH3	SASH3	gene	0	0
SASS6	SASS6	ENSG00000156876	SASS6	SASS6	gene	0	0
SAT1	SAT1	ENSG00000130066	SAT1	SAT1	gene	0	0
SAT2	SAT2	ENSG00000141504	SAT2	SAT2	gene	0	0
SATB1	SATB1	ENSG00000182568	SATB1	SATB1	gene	0	1
SATB2	SATB2	ENSG00000119042	SATB2	SATB2	gene	0	1
SATL1	SATL1	ENSG00000184788	SATL1	SATL1	gene	0	0
SAV1	SAV1	ENSG00000151748	SAV1	SAV1	gene	0	0
SAYSD1	SAYSD1	ENSG00000112167	SAYSD1	SAYSD1	gene	0	0
SBDS	SBDS	ENSG00000126524	SBDS	SBDS	gene	0	0
SBF1	SBF1	ENSG00000100241	SBF1	SBF1	gene	0	0
SBF2	SBF2	ENSG00000133812	SBF2	SBF2	gene	0	0
SBK1	SBK1	ENSG00000188322	SBK1	SBK1	gene	0	0
SBK2	SBK2	ENSG00000187550	SBK2	SBK2	gene	0	0
SBNO1	SBNO1	ENSG00000139697	SBNO1	SBNO1	gene	0	0
SBNO2	SBNO2	ENSG00000278788	SBNO2	SBNO2	gene	0	0
SBSN	SBSN	ENSG00000189001	SBSN	SBSN	gene	0	0
SC5DL	SC5DL	ENSG00000109929	SC5DL	SC5DL	gene	0	0
SCAF1	SCAF1	ENSG00000126461	SCAF1	SCAF1	gene	0	0
SCAF11	SCAF11	ENSG00000139218	SCAF11	SCAF11	gene	0	0
SCAF4	SCAF4	ENSG00000156304	SCAF4	SCAF4	gene	0	0
SCAF8	SCAF8	ENSG00000213079	SCAF8	SCAF8	gene	0	0
SCAI	SCAI	ENSG00000173611	SCAI	SCAI	gene	0	0
SCAMP1	SCAMP1	ENSG00000085365	SCAMP1	SCAMP1	gene	0	0
SCAMP2	SCAMP2	ENSG00000140497	SCAMP2	SCAMP2	gene	0	0
SCAMP3	SCAMP3	ENSG00000263290	SCAMP3	SCAMP3	gene	0	0
SCAMP4	SCAMP4	ENSG00000227500	SCAMP4	SCAMP4	gene	0	0
SCAMP5	SCAMP5	ENSG00000198794	SCAMP5	SCAMP5	gene	0	0
SCAND1	SCAND1	ENSG00000171222	SCAND1	SCAND1	gene	0	0
SCAND2	SCAND2	unmapped-none	SCAND2	SCAND2	gene	0	0
SCAND3	SCAND3	unmapped-none	SCAND3	SCAND3	gene	0	0
SCAP	SCAP	ENSG00000114650	SCAP	SCAP	gene	0	0
SCAPER	SCAPER	ENSG00000140386	SCAPER	SCAPER	gene	0	0
SCARA3	SCARA3	ENSG00000168077	SCARA3	SCARA3	gene	0	0
SCARA5	SCARA5	ENSG00000168079	SCARA5	SCARA5	gene	0	0
SCARB1	SCARB1	ENSG00000073060	SCARB1	SCARB1	gene	0	0
SCARB2	SCARB2	ENSG00000138760	SCARB2	SCARB2	gene	0	0
SCARF1	SCARF1	ENSG00000276336	SCARF1	SCARF1	gene	0	0
SCARF2	SCARF2	ENSG00000244486	SCARF2	SCARF2	gene	0	0
SCARNA22	SCARNA22	ENSG00000249784	SCARNA22	SCARNA22	gene	0	0
SCARNA27	SCARNA27	unmapped-none	SCARNA27	SCARNA27	gene	0	0
SCARNA9	SCARNA9	ENSG00000254911	SCARNA9	SCARNA9	gene	0	0
SCARNA9L	SCARNA9L	ENSG00000254911	SCARNA9L	SCARNA9L	gene	0	0
SCCPDH	SCCPDH	ENSG00000143653	SCCPDH	SCCPDH	gene	0	0
